Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP
FDG16,15.25,Low Fat,Frozen Foods,217.1192
FDY56,16.35,Regular,Fruits and Vegetables,225.6062
FDO24,11.1,Low Fat,Baking Goods,158.1604
NCV29,11.8,Low Fat,Health and Hygiene,177.8686
FDQ48,14.3,Regular,Baking Goods,98.6726
FDU15,13.65,Regular,Meat,36.6532
FDS47,16.75,Low Fat,Breads,86.2856
FDO50,16.25,Low Fat,Canned,93.1804
FDW48,18,Low Fat,Baking Goods,81.2618
FDV20,20.2,Regular,Fruits and Vegetables,125.2678
FDW47,15,Low Fat,Breads,121.5414
FDA07,15,Regular,Fruits and Vegetables,122.9072
FDZ16,15,Regular,Frozen Foods,193.5478
FDN09,15,low fat,Snack Foods,241.6828
FDB50,13,Low Fat,Canned,77.2986
NCL06,14.65,Low Fat,Household,262.9594
DRG03,14.65,Low Fat,Dairy,153.9998
DRM59,5.88,Low Fat,Hard Drinks,152.2998
FDU25,12.35,Low Fat,Canned,57.3246
NCU42,9,Low Fat,Household,169.6474
FDH21,10.395,Low Fat,Seafood,158.4604
DRO47,10.195,Low Fat,Hard Drinks,111.786
FDC44,10.195,Low Fat,Fruits and Vegetables,115.7518
NCL29,9.695,Low Fat,Health and Hygiene,158.9604
FDL48,19.35,Regular,Baking Goods,48.8034
FDJ21,16.7,Regular,Snack Foods,146.6102
FDT40,5.985,Low Fat,Frozen Foods,128.4678
NCD43,8.85,Low Fat,Household,103.7964
FDM28,15.7,Low Fat,Frozen Foods,180.266
FDR35,12.5,Low Fat,Breads,198.8742
NCP17,19.35,Low Fat,Health and Hygiene,65.6168
FDT23,7.72,Regular,Breads,79.8986
FDX15,17.2,Low Fat,Meat,162.1578
NCU42,17.2,Low Fat,Household,166.5474
FDV23,17.2,Low Fat,Breads,125.7046
FDY34,17.2,Regular,Snack Foods,163.9842
FDE16,8.895,Low Fat,Frozen Foods,208.3954
FDV60,20.2,Regular,Baking Goods,195.311
FDQ44,20.5,Low Fat,Fruits and Vegetables,120.0756
FDZ09,17.6,Low Fat,Snack Foods,165.2868
FDW36,11.15,Low Fat,Baking Goods,106.8622
NCZ30,11.15,Low Fat,Household,121.9098
FDL09,19.6,Regular,Snack Foods,167.2816
DRO35,13.85,Low Fat,Hard Drinks,114.2492
FDN60,15.1,Low Fat,Baking Goods,159.7604
NCZ29,15,Low Fat,Health and Hygiene,125.2362
FDX08,12.85,Low Fat,Fruits and Vegetables,179.9318
FDZ16,16.85,Regular,Frozen Foods,194.1478
DRL37,15.5,Low Fat,Soft Drinks,44.477
FDL21,15.85,Regular,Snack Foods,41.048
FDW10,21.2,Low Fat,Snack Foods,174.837
FDB53,13.35,Low Fat,Frozen Foods,148.3392
DRM49,6.11,Regular,Soft Drinks,46.6086
NCD06,13,Low Fat,Household,44.906
FDN10,13,Low Fat,Snack Foods,118.9124
FDS13,13,Low Fat,Canned,266.5884
FDH38,6.425,Low Fat,Canned,115.6808
FDY21,6.425,Low Fat,Snack Foods,195.111
FDT60,12,Low Fat,Baking Goods,124.6388
DRZ24,7.535,Low Fat,Soft Drinks,120.344
FDW56,7.68,Low Fat,Fruits and Vegetables,190.9162
FDG57,14.7,Low Fat,Fruits and Vegetables,48.6034
FDY14,10.3,Low Fat,Dairy,263.0226
FDS19,13.8,Regular,Fruits and Vegetables,76.2012
FDX01,10.1,Low Fat,Canned,114.715
FDV32,7.785,Low Fat,Fruits and Vegetables,64.251
DRI39,13.8,Low Fat,Dairy,54.893
NCU05,11.8,Low Fat,Health and Hygiene,81.7618
NCA29,10.5,Low Fat,Household,171.1106
FDO10,10.5,Regular,Snack Foods,58.7588
DRL47,19.7,Low Fat,Hard Drinks,124.2362
FDA50,19.7,Low Fat,Dairy,98.441
FDU23,19.7,Low Fat,Breads,167.1184
DRH36,16.2,Low Fat,Soft Drinks,74.9696
FDZ51,11.3,Regular,Meat,96.3094
FDQ40,11.3,Regular,Frozen Foods,175.7712
FDB17,11.3,Low Fat,Frozen Foods,180.1976
FDQ16,19.7,Low Fat,Frozen Foods,108.6912
FDG09,20.6,Regular,Fruits and Vegetables,188.0556
DRI59,9.5,Low Fat,Hard Drinks,223.5088
FDH47,13.5,Regular,Starchy Foods,96.1068
NCO05,7.27,Low Fat,Health and Hygiene,97.7384
NCL31,7.27,Low Fat,Others,144.747
NCH42,6.86,Low Fat,Household,231.201
FDG57,14.7,Low Fat,Fruits and Vegetables,47.5034
NCQ50,14.7,Low Fat,Household,211.9218
FDK24,9.195,Low Fat,Baking Goods,45.2744
DRG39,14.15,Low Fat,Dairy,54.2982
FDX46,12.3,Regular,Snack Foods,60.4562
FDY01,11.8,Regular,Canned,116.7834
FDJ40,13.6,Regular,Frozen Foods,110.0912
FDS01,11.6,Low Fat,Canned,178.2686
FDJ09,15,Low Fat,Snack Foods,43.6744
FDT49,7,Low Fat,Canned,105.628
FDW50,13.1,Low Fat,Dairy,168.4158
FDV39,11.3,Low Fat,Meat,197.7426
FDY36,12.3,Low Fat,Baking Goods,73.838
NCE18,10,Low Fat,Household,248.175
FDB05,10,Low Fat,Frozen Foods,247.2776
FDK14,6.98,Low Fat,Canned,82.4934
FDP10,19,Low Fat,Snack Foods,107.0622
FDC45,17,Low Fat,Fruits and Vegetables,172.5106
FDS48,15.15,Low Fat,Baking Goods,152.3708
FDX04,15.15,Regular,Frozen Foods,49.4376
FDQ20,15.15,low fat,Fruits and Vegetables,40.8138
FDU13,8.355,Low Fat,Canned,146.9418
FDN49,17.25,Regular,Breakfast,40.048
FDR31,6.46,Regular,Fruits and Vegetables,144.6102
DRI03,6.46,Low Fat,Dairy,175.3028
FDL58,5.78,Regular,Snack Foods,262.2568
NCJ05,18.7,Low Fat,Health and Hygiene,151.9682
FDS10,19.2,Low Fat,Snack Foods,180.3318
FDK34,19.2,Low Fat,Snack Foods,240.1564
FDW48,19.2,Low Fat,Baking Goods,81.8618
FDE08,19.2,Low Fat,Fruits and Vegetables,147.7734
NCH06,19.2,Low Fat,Household,245.646
FDV08,7.35,Low Fat,Fruits and Vegetables,39.9454
FDQ15,20.35,Regular,Meat,81.6276
FDL56,20.35,Low Fat,Fruits and Vegetables,88.9198
DRC12,17.85,Low Fat,Soft Drinks,189.7188
FDX49,4.615,Regular,Canned,231.33
FDJ09,15,low fat,Snack Foods,47.2744
FDN23,15,Regular,Breads,145.8444
DRD01,12.1,Regular,Soft Drinks,56.7614
FDS43,11.65,Low Fat,Fruits and Vegetables,187.324
FDY48,11.65,Low Fat,Baking Goods,104.4332
FDU12,15.5,Regular,Baking Goods,262.1568
FDX33,9.195,Regular,Snack Foods,158.5578
FDH45,15.1,Regular,Fruits and Vegetables,43.2796
FDJ10,5.095,Regular,Snack Foods,140.3838
FDX32,15.1,Regular,Fruits and Vegetables,142.5786
DRG51,12.1,Low Fat,Dairy,165.3526
NCB31,6.235,Low Fat,Household,263.791
FDW47,15,Low Fat,Breads,121.8414
FDT20,15,Low Fat,Fruits and Vegetables,39.1164
FDI34,10.65,Regular,Snack Foods,232.3668
FDH56,9.8,Regular,Fruits and Vegetables,114.2492
DRJ47,18.25,Low Fat,Hard Drinks,173.408
FDP04,18.25,Low Fat,Frozen Foods,62.0168
NCZ06,19.6,Low Fat,Household,251.8698
FDY37,17,Regular,Canned,144.247
FDO46,9.6,Regular,Snack Foods,190.2872
FDI10,8.51,Regular,Snack Foods,173.5422
NCT42,5.88,Low Fat,Household,150.3392
FDE29,8.905,Low Fat,Frozen Foods,60.2878
FDQ11,8.905,Regular,Breads,258.8988
FDS20,8.85,Low Fat,Fruits and Vegetables,183.8292
FDR26,20.7,Low Fat,Dairy,177.2028
NCH43,20.7,Low Fat,Household,216.6192
FDO25,6.3,Low Fat,Canned,209.627
FDB40,17.5,Regular,Dairy,144.6102
FDB14,17.5,Regular,Canned,92.312
FDW23,5.765,Low Fat,Baking Goods,40.1164
FDZ23,17.75,Regular,Baking Goods,186.924
FDX35,5.035,Regular,Breads,229.0036
FDX24,8.355,Low Fat,Baking Goods,94.1462
DRG15,6.13,Low Fat,Dairy,63.0536
FDY60,10.5,Regular,Baking Goods,143.3128
FDK02,12.5,Low Fat,Canned,119.144
FDK24,12.5,Low Fat,Baking Goods,45.4744
NCA05,20.75,Low Fat,Health and Hygiene,150.4734
FDN33,20.75,Regular,Snack Foods,93.0436
FDA09,13.35,Regular,Snack Foods,179.066
FDK50,7.96,Low Fat,Canned,163.2894
NCE55,8.92,Low Fat,Household,175.237
FDG12,6.635,Regular,Baking Goods,121.8098
FDC37,15.5,Low Fat,Baking Goods,106.7938
DRG15,6.13,Low Fat,Dairy,62.4536
FDQ58,7.315,Low Fat,Snack Foods,154.434
FDQ51,16,Regular,Meat,46.1718
FDR46,16.85,Low Fat,Snack Foods,146.576
FDJ09,15,Low Fat,Snack Foods,43.4744
NCC18,19.1,Low Fat,Household,172.3422
FDL04,19,Low Fat,Frozen Foods,105.4622
FDH48,13.5,Low Fat,Baking Goods,84.654
FDD38,16.75,Regular,Canned,99.8674
FDT47,16.75,Regular,Breads,95.9068
FDE41,9.195,Regular,Frozen Foods,85.9566
FDH19,19.35,Low Fat,Meat,173.8738
FDW26,11.8,Regular,Dairy,224.1772
FDW35,10.6,Low Fat,Breads,40.6454
FDQ55,13.65,Regular,Fruits and Vegetables,115.5834
FDV22,14.85,Regular,Snack Foods,158.263
NCN29,14.85,Low Fat,Health and Hygiene,48.2034
FDQ26,13.5,Regular,Dairy,60.1562
FDV24,5.635,Low Fat,Baking Goods,150.005
FDG50,7.405,Low Fat,Canned,92.4146
NCF42,7.405,Low Fat,Household,177.0712
FDT46,11.35,Low Fat,Snack Foods,51.9008
DRE49,11.35,Low Fat,Soft Drinks,153.8024
FDV56,16.1,Regular,Fruits and Vegetables,109.3596
FDD32,17.7,Regular,Fruits and Vegetables,80.9276
NCN19,13.1,Low Fat,Others,188.853
FDQ48,14.3,Regular,Baking Goods,96.5726
FDW34,14.3,Low Fat,Snack Foods,244.317
NCS38,8.6,Low Fat,Household,114.3176
FDL58,5.78,Regular,Snack Foods,264.5568
FDY59,8.195,Low Fat,Baking Goods,91.8462
FDZ03,13.65,Regular,Dairy,184.824
FDP60,17.35,Low Fat,Baking Goods,102.3016
NCI30,20.25,Low Fat,Household,246.646
FDO03,20.25,Regular,Meat,230.5352
FDZ20,16.1,Low Fat,Fruits and Vegetables,252.3356
FDQ31,16.1,Regular,Fruits and Vegetables,89.7856
FDY03,17.6,Regular,Meat,113.2202
FDW45,18,Low Fat,Snack Foods,148.4418
NCO41,12.5,Low Fat,Health and Hygiene,99.0384
FDK16,9.065,Low Fat,Frozen Foods,94.4094
FDZ16,16.85,Regular,Frozen Foods,195.5478
NCD18,16,Low Fat,Household,228.4668
FDF52,9.3,Low Fat,Frozen Foods,181.6292
FDF09,6.215,Low Fat,Fruits and Vegetables,37.9848
FDW43,20.1,Regular,Fruits and Vegetables,226.6036
FDU19,8.77,Regular,Fruits and Vegetables,170.5422
FDA50,16.25,Low Fat,Dairy,95.141
FDS48,15.15,Low Fat,Baking Goods,150.4708
NCH07,13.15,Low Fat,Household,159.5604
NCK54,12.15,Low Fat,Household,117.615
FDD53,12.15,Low Fat,Frozen Foods,41.8454
FDV58,20.85,Low Fat,Snack Foods,197.5452
FDI08,18.2,Regular,Fruits and Vegetables,247.2092
FDD08,8.3,Low Fat,Fruits and Vegetables,36.6506
FDX34,6.195,Low Fat,Snack Foods,120.1098
FDX55,15.1,Low Fat,Fruits and Vegetables,216.4166
NCS05,11.5,Low Fat,Health and Hygiene,130.7942
FDJ53,10.5,Low Fat,Frozen Foods,120.2098
FDB47,8.8,Low Fat,Snack Foods,210.6612
NCS29,8.8,Low Fat,Health and Hygiene,264.1884
FDB33,17.75,Low Fat,Fruits and Vegetables,160.4262
FDL52,17.75,Regular,Frozen Foods,39.8506
FDB03,17.75,Regular,Dairy,242.1538
FDW20,20.75,Low Fat,Fruits and Vegetables,123.373
FDT10,16.7,Regular,Snack Foods,60.6562
FDK04,16.7,Low Fat,Frozen Foods,55.5588
NCL07,13.85,Low Fat,Others,40.248
FDZ31,15.35,Regular,Fruits and Vegetables,191.1504
FDE45,12.1,Low Fat,Fruits and Vegetables,177.3002
NCK54,12.15,Low Fat,Household,118.515
DRE15,12.15,Low Fat,Dairy,74.8012
NCQ38,16.35,Low Fat,Others,106.128
FDB08,16.35,Low Fat,Fruits and Vegetables,160.1578
DRF49,7.27,Low Fat,Soft Drinks,111.8518
DRC27,13.8,Low Fat,Dairy,246.9802
FDB37,20.25,Regular,Baking Goods,240.3538
FDS35,9.3,low fat,Breads,65.7826
FDE47,14.15,Low Fat,Starchy Foods,125.6046
NCT53,14.15,low fat,Health and Hygiene,164.5526
FDL14,8.115,Regular,Canned,154.8972
FDP21,8.115,Regular,Snack Foods,190.8872
NCV54,11.1,Low Fat,Household,120.1124
NCO41,12.5,Low Fat,Health and Hygiene,96.7384
FDQ01,19.7,Regular,Canned,253.1014
FDQ48,14.3,Regular,Baking Goods,95.9726
FDP09,19.75,Low Fat,Snack Foods,213.5902
FDK55,18.5,Low Fat,Meat,89.4172
NCJ43,18.5,Low Fat,Household,174.1396
FDI07,12.35,Regular,Meat,199.0426
NCW41,12.35,Low Fat,Health and Hygiene,156.9604
FDG33,5.365,Regular,Seafood,169.7764
NCO05,5.365,Low Fat,Health and Hygiene,97.2384
FDH53,20.5,Regular,Frozen Foods,82.8592
FDF33,8.71,Low Fat,Seafood,109.4596
FDQ51,16,Regular,Meat,48.1718
FDZ38,17.6,Low Fat,Dairy,171.6422
FDV52,20.7,Regular,Frozen Foods,118.9466
FDM50,13,Regular,Canned,61.922
FDV60,20.2,Regular,Baking Goods,195.811
FDG60,20.35,Low Fat,Baking Goods,232.7616
FDN13,18.6,Low Fat,Breakfast,101.1358
DRN59,18.6,Low Fat,Hard Drinks,46.206
FDU02,13.35,low fat,Dairy,229.9352
FDZ58,17.85,Low Fat,Snack Foods,120.9072
NCQ38,16.35,Low Fat,Others,105.528
FDF39,14.85,Regular,Dairy,263.791
FDT03,21.25,Low Fat,Meat,183.1608
FDN09,14.15,Low Fat,Snack Foods,242.7828
FDJ02,17.2,Regular,Canned,145.9418
FDN44,17.2,Low Fat,Fruits and Vegetables,161.592
FDX31,20.35,Regular,Fruits and Vegetables,233.2958
NCH55,16.35,Low Fat,Household,124.802
DRM47,9.3,Low Fat,Hard Drinks,191.6846
DRL01,9.3,Regular,Soft Drinks,231.8958
FDO12,15.75,Low Fat,Baking Goods,196.5452
NCK30,14.85,Low Fat,Household,253.2698
FDP16,18.6,Low Fat,Frozen Foods,243.6802
NCG06,16.35,Low Fat,Household,256.4646
FDX36,9.695,Regular,Baking Goods,226.1404
FDT09,15.15,Regular,Snack Foods,130.0284
FDF08,14.3,Regular,Fruits and Vegetables,88.9856
FDA43,10.895,Low Fat,Fruits and Vegetables,194.8794
NCN06,8.39,Low Fat,Household,165.1868
DRF15,18.35,Low Fat,Dairy,151.934
NCX05,15.2,Low Fat,Health and Hygiene,116.3492
FDM21,20.2,Low Fat,Snack Foods,259.4646
NCG54,20.2,Low Fat,Household,172.3106
FDD26,8.71,Regular,Canned,185.6924
FDU23,12.15,Low Fat,Breads,163.1184
FDO37,8.06,Low Fat,Breakfast,232.0326
FDP19,11.5,Low Fat,Fruits and Vegetables,130.6652
FDT13,14.85,Low Fat,Canned,187.3214
FDY07,11.8,Low Fat,Fruits and Vegetables,45.2402
DRI47,14.7,Low Fat,Hard Drinks,143.5128
NCW42,14.7,Low Fat,Household,221.2456
NCQ50,18.75,Low Fat,Household,214.1218
FDQ09,7.235,Low Fat,Snack Foods,115.1834
FDI20,7.235,Low Fat,Fruits and Vegetables,211.5586
NCP05,19.6,Low Fat,Health and Hygiene,150.9024
FDH02,7.27,Regular,Canned,92.2488
FDH45,15.1,Regular,Fruits and Vegetables,42.0796
DRG49,7.81,Low Fat,Soft Drinks,243.5486
FDA37,7.81,Regular,Canned,125.5046
FDS13,6.465,Low Fat,Canned,266.8884
NCW42,6.465,Low Fat,Household,220.8456
FDK15,10.8,Low Fat,Meat,100.5042
FDX51,9.5,Regular,Meat,196.8452
FDJ20,20.7,Regular,Fruits and Vegetables,125.5388
DRK59,8.895,Low Fat,Hard Drinks,235.9616
FDL45,15.6,Low Fat,Snack Foods,125.2704
FDH41,9,Low Fat,Frozen Foods,214.5534
FDZ39,19.7,Regular,Meat,102.599
FDY35,19.7,Regular,Breads,44.0402
NCE06,5.825,Low Fat,Household,160.7894
FDE57,5.825,Low Fat,Fruits and Vegetables,140.6154
FDD33,12.85,Low Fat,Fruits and Vegetables,233.8642
FDQ10,12.85,Low Fat,Snack Foods,172.4422
FDN15,17.5,Low Fat,Meat,139.918
FDS50,17,Low Fat,Dairy,221.1114
FDX21,7.05,Low Fat,Snack Foods,111.1912
FDL58,5.78,Regular,Snack Foods,264.0568
FDK09,15.2,Low Fat,Snack Foods,229.0352
FDS08,15.2,Low Fat,Fruits and Vegetables,178.437
FDE20,11.35,Regular,Fruits and Vegetables,169.279
FDF04,17.5,Low Fat,Frozen Foods,257.7304
FDA50,16.25,Low Fat,Dairy,95.541
FDX08,12.85,Low Fat,Fruits and Vegetables,179.7318
FDD05,12.85,Low Fat,Frozen Foods,122.4098
FDG41,8.84,Regular,Frozen Foods,109.9228
FDU39,8.84,Low Fat,Meat,58.3562
NCQ43,17.75,Low Fat,Others,107.5912
NCY42,6.38,Low Fat,Household,143.347
FDF26,6.38,Regular,Canned,153.2998
FDC20,10.65,Low Fat,Fruits and Vegetables,57.1272
FDX14,13.1,Low Fat,Dairy,75.0354
DRC49,13.1,Low Fat,Soft Drinks,145.7128
FDM40,10.195,Low Fat,Frozen Foods,143.1154
FDE10,6.67,Regular,Snack Foods,131.2626
NCU17,5.32,Low Fat,Health and Hygiene,103.8674
FDB36,5.32,Regular,Baking Goods,133.1626
FDL13,13.85,Regular,Breakfast,232.73
NCH55,16.35,Low Fat,Household,125.602
NCF18,18.35,Low Fat,Household,192.8504
FDC09,15.5,Regular,Fruits and Vegetables,102.0332
FDV09,12.1,Low Fat,Snack Foods,150.4734
FDV09,12.1,Low Fat,Snack Foods,148.2734
FDU16,19.25,Regular,Frozen Foods,85.2908
NCA29,10.5,Low Fat,Household,170.9106
FDZ26,11.6,Regular,Dairy,240.8222
FDT56,16,Regular,Fruits and Vegetables,55.9246
FDF22,6.865,Low Fat,Snack Foods,214.6218
FDH21,10.395,Low Fat,Seafood,159.5604
FDD44,8.05,Regular,Fruits and Vegetables,259.0646
FDS56,5.785,Regular,Fruits and Vegetables,264.2252
FDF21,10.3,Regular,Fruits and Vegetables,191.653
FDM44,12.5,Low Fat,Fruits and Vegetables,103.099
DRK01,7.63,Low Fat,Soft Drinks,92.5436
FDO22,13.5,Regular,Snack Foods,78.396
FDP57,17.5,Low Fat,Snack Foods,101.299
DRF49,17.5,Low Fat,Soft Drinks,112.0518
DRK11,8.21,low fat,Hard Drinks,150.5392
FDT51,11.65,Regular,Meat,110.9544
FDE58,18.5,Low Fat,Snack Foods,119.8124
FDT23,7.72,Regular,Breads,78.7986
NCT42,5.88,Low Fat,Household,149.4392
FDJ41,6.85,Low Fat,Frozen Foods,262.3594
NCF42,6.85,Low Fat,Household,176.1712
FDA19,7.52,Low Fat,Fruits and Vegetables,128.8994
FDW09,13.65,Regular,Snack Foods,81.2302
NCO14,13.65,Low Fat,Household,46.2086
FDO39,6.985,Regular,Meat,185.2608
FDR45,6.985,Low Fat,Snack Foods,240.6222
FDA15,9.3,Low Fat,Dairy,248.9092
FDY31,5.98,Low Fat,Fruits and Vegetables,145.3418
NCS29,9,Low Fat,Health and Hygiene,266.2884
NCX41,19,Low Fat,Health and Hygiene,211.7244
FDQ36,7.855,Regular,Baking Goods,35.6848
FDV35,19.5,Low Fat,Breads,156.1314
FDE02,8.71,Low Fat,Canned,92.7778
FDA34,11.5,Low Fat,Starchy Foods,173.908
NCL42,18.85,Low Fat,Household,244.3144
FDE14,13.65,Regular,Canned,98.77
DRD25,6.135,Low Fat,Soft Drinks,114.386
FDF39,14.85,Regular,Dairy,261.291
FDP01,20.75,Regular,Breakfast,153.7682
FDB10,10,Low Fat,Snack Foods,234.859
FDY14,10.3,Low Fat,Dairy,263.6226
FDR57,5.675,Regular,Snack Foods,156.1288
NCH29,5.51,Low Fat,Health and Hygiene,98.9726
FDJ45,17.75,low fat,Seafood,33.9216
FDZ48,17.75,Low Fat,Baking Goods,113.1544
FDV44,8.365,Regular,Fruits and Vegetables,189.2188
FDR01,8.365,Regular,Canned,200.4742
FDZ57,10,Regular,Snack Foods,128.2994
FDI08,18.2,Regular,Fruits and Vegetables,250.1092
DRA24,19.35,Regular,Soft Drinks,163.3868
FDS39,19.35,Low Fat,Meat,143.7812
NCL31,7.39,Low Fat,Others,141.447
FDD34,7.945,Low Fat,Snack Foods,163.821
FDC34,16,Regular,Snack Foods,157.0972
NCK05,20.1,Low Fat,Health and Hygiene,59.2536
FDB32,20.6,Low Fat,Fruits and Vegetables,94.4778
FDC03,8.575,Regular,Dairy,196.5794
FDO19,17.7,Regular,Fruits and Vegetables,47.9034
FDZ28,20,Regular,Frozen Foods,125.4678
FDK28,5.695,Low Fat,Frozen Foods,256.0646
NCU30,5.11,Low Fat,Household,164.721
FDV57,15.25,Regular,Snack Foods,178.166
FDB02,15.25,Regular,Canned,177.837
FDD52,18.25,Regular,Dairy,110.357
FDN34,15.6,Regular,Snack Foods,170.6132
FDB50,13,Low Fat,Canned,76.3986
FDS55,7.02,Low Fat,Fruits and Vegetables,147.3734
FDR21,19.7,Low Fat,Snack Foods,177.537
NCD07,9.1,Low Fat,Household,112.5518
FDO11,8,Regular,Breads,249.9092
NCC54,17.75,Low Fat,Health and Hygiene,240.9196
FDV35,19.5,Low Fat,Breads,156.4314
NCU29,7.685,Low Fat,Health and Hygiene,145.276
NCZ53,9.6,Low Fat,Health and Hygiene,188.7214
FDZ09,17.6,Low Fat,Snack Foods,163.6868
FDE40,15.6,Regular,Dairy,63.6194
NCS18,12.65,Low Fat,Household,108.4938
FDX24,12.65,Low Fat,Baking Goods,94.4462
FDS34,12.65,Regular,Snack Foods,112.1518
NCS53,14.5,Low Fat,Health and Hygiene,159.5604
FDH38,6.425,Low Fat,Canned,116.5808
DRM35,9.695,Low Fat,Hard Drinks,176.9344
DRI25,19.6,Low Fat,Soft Drinks,56.1614
NCP06,20.7,Low Fat,Household,152.8366
FDT02,12.6,Low Fat,Dairy,34.9874
NCP14,8.275,Low Fat,Household,104.2306
NCD43,8.275,Low Fat,Household,106.1964
FDP20,19.85,Low Fat,Fruits and Vegetables,128.102
FDK04,7.36,Low Fat,Frozen Foods,55.2588
FDQ15,20.35,Regular,Meat,82.7276
FDE11,17.7,Regular,Starchy Foods,183.7924
FDN01,17.7,Low Fat,Breakfast,176.937
FDC29,8.39,Regular,Frozen Foods,112.6176
FDC48,9.195,Low Fat,Baking Goods,81.6592
DRF27,8.93,Low Fat,Dairy,152.334
NCB55,15.7,Low Fat,Household,59.2562
NCX30,16.7,Low Fat,Household,246.3776
DRN36,16.7,Low Fat,Soft Drinks,95.0752
FDP08,20.5,Regular,Fruits and Vegetables,194.1478
NCD31,20.5,Low Fat,Household,163.7526
FDK45,11.65,Low Fat,Seafood,112.286
DRE49,20.75,Low Fat,Soft Drinks,153.5024
FDU52,20.75,Low Fat,Frozen Foods,157.563
FDD53,16.2,Low Fat,Frozen Foods,41.7454
NCR30,10.195,Low Fat,Household,73.4696
FDD03,13.3,Low Fat,Dairy,233.03
FDS33,6.67,Regular,Snack Foods,90.5514
FDK03,12.6,Regular,Dairy,255.5356
FDD29,12.15,Low Fat,Frozen Foods,254.7698
FDD02,16.6,Low Fat,Canned,117.2124
FDF29,16.6,Regular,Frozen Foods,128.131
FDP59,20.85,Regular,Breads,103.6648
NCN17,11,Low Fat,Health and Hygiene,101.7358
NCM55,15.6,Low Fat,Others,185.5924
FDD39,15.6,Low Fat,Dairy,217.685
FDS02,10.195,Regular,Dairy,194.5794
FDN16,12.6,Regular,Frozen Foods,105.099
FDM21,20.2,Low Fat,Snack Foods,255.7646
FDJ04,18,Low Fat,Frozen Foods,116.5124
FDT50,6.75,Regular,Dairy,96.7752
FDM27,12.35,Regular,Meat,158.1946
FDT19,7.59,Regular,Fruits and Vegetables,173.108
FDQ39,14.8,Low Fat,Meat,190.5846
NCU30,5.11,Low Fat,Household,161.721
FDY27,6.38,Low Fat,Dairy,177.4344
FDW14,8.3,Regular,Dairy,87.7198
FDJ21,16.7,Regular,Snack Foods,143.8102
FDX47,16.7,Regular,Breads,156.5288
FDK56,9.695,Low Fat,Fruits and Vegetables,185.2898
NCN05,8.235,Low Fat,Health and Hygiene,184.795
FDC26,10.195,Low Fat,Canned,112.1886
FDT14,10.695,Regular,Dairy,119.244
FDS36,8.38,Regular,Baking Goods,109.857
FDR48,11.65,Low Fat,Baking Goods,153.0024
FDM04,9.195,Regular,Frozen Foods,52.0666
FDZ37,8.1,Regular,Canned,88.6198
NCQ53,17.6,Low Fat,Health and Hygiene,234.659
NCN42,20.25,Low Fat,Household,148.0418
DRH11,5.98,Low Fat,Hard Drinks,53.3614
NCI42,18.75,Low Fat,Household,207.8954
FDT07,5.82,Regular,Fruits and Vegetables,255.333
DRL60,8.52,Low Fat,Soft Drinks,153.3682
FDG20,15.5,Regular,Fruits and Vegetables,178.4028
FDF56,16.7,Regular,Fruits and Vegetables,182.7976
FDV33,9.6,Regular,Snack Foods,258.1304
NCF31,9.13,Low Fat,Household,151.4024
FDQ52,17,Low Fat,Frozen Foods,249.7434
FDP09,17,Low Fat,Snack Foods,211.6902
FDK24,9.195,Low Fat,Baking Goods,46.4744
NCA18,10.1,Low Fat,Household,117.8492
NCE07,8.18,Low Fat,Household,140.5154
FDM45,8.655,Regular,Snack Foods,122.6756
FDQ32,17.85,Regular,Fruits and Vegetables,122.9388
FDI34,10.65,Regular,Snack Foods,229.8668
FDE14,13.65,Regular,Canned,99.27
DRF37,17.25,Low Fat,Soft Drinks,261.191
FDW44,9.5,Regular,Fruits and Vegetables,169.7448
FDC59,16.7,Regular,Starchy Foods,63.6168
NCI29,8.6,Low Fat,Health and Hygiene,141.1154
FDV38,19.25,Low Fat,Dairy,54.3956
FDZ49,11,Regular,Canned,222.0798
DRD49,9.895,Low Fat,Soft Drinks,237.7564
FDA02,14,Regular,Dairy,143.4786
FDX20,7.365,Low Fat,Fruits and Vegetables,226.972
FDS24,20.85,Regular,Baking Goods,90.2514
FDI58,7.64,Regular,Snack Foods,93.412
FDQ60,7.64,Regular,Baking Goods,121.2098
FDJ27,17.7,Regular,Meat,103.3674
FDV27,7.97,Regular,Meat,90.4514
NCL41,12.35,Low Fat,Health and Hygiene,33.1216
NCP29,8.42,Low Fat,Health and Hygiene,63.2168
FDC45,8.42,Low Fat,Fruits and Vegetables,170.3106
FDN33,6.305,Regular,Snack Foods,93.2436
DRC01,5.92,Regular,Soft Drinks,49.8692
FDL57,15.1,Regular,Snack Foods,260.2304
NCF42,17.35,Low Fat,Household,177.5712
FDG50,7.405,Low Fat,Canned,89.9146
FDH22,6.405,Low Fat,Snack Foods,128.7678
FDO36,19.7,Low Fat,Baking Goods,178.066
FDY04,17.7,Regular,Frozen Foods,162.721
FDZ09,17.6,Low Fat,Snack Foods,161.8868
FDH28,15.85,Regular,Frozen Foods,39.7506
FDN32,17.5,Low Fat,Fruits and Vegetables,185.1266
DRJ37,17.5,Low Fat,Soft Drinks,150.8024
FDE57,9.6,Low Fat,Fruits and Vegetables,140.8154
FDG05,11,Regular,Frozen Foods,158.063
FDI09,20.75,Regular,Seafood,240.188
DRD12,20.75,Low Fat,Soft Drinks,89.4146
